block,lot,parcel_number,property_address,address,tier,status,bos_district,point,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
2714,004A,2714004A,10 CORWIN ST,"10 CORWIN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.439350470656 37.757253898524),115,115,3,5,38
3549,043,3549043,185 14TH ST,"185 14TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.417473219065 37.768258000848),53,53,3,2,20
0274,018,0274018,977 PINE ST,"977 PINE ST, SAN FRANCISCO CA",2,Non-Compliant,3,POINT (-122.41176637144 37.790449629489),50,50,6,3,21
4070,049,4070049,1802 20TH ST,"1802 20TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.399723998966 37.760459027556),54,54,2,9,26
0193,025,0193025,759 JACKSON ST,"759 JACKSON ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.407729096416 37.795721700199),104,104,6,3,6
4095,031,4095031,990 DE HARO ST,"990 DE HARO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.401073173394 37.757401099691),54,54,2,9,26
2714,024,2714024,66 CORWIN ST,"66 CORWIN ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.439857013089 37.757411138529),115,115,3,5,38
0464A,011,0464A011,3415 PIERCE ST,"3415 PIERCE ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.4400249716 37.801825569291),17,17,4,6,13
1516,048,1516048,501 28TH AV,"501 28TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.488129667635 37.779627126695),8,8,8,4,29
4967,040,4967040,6260 03RD ST,"6260 03RD ST, SAN FRANCISCO CA",3,Non-Compliant,10,POINT (-122.395861479738 37.721112231969),88,88,2,9,1
0928,019,0928019,2290 FRANCISCO ST,"2290 FRANCISCO ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.442755183596 37.801107960459),17,17,4,6,13
4038,027,4038027,1297 18TH ST,"1297 18TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",10,POINT (-122.395237827511 37.762530739815),54,54,2,9,26
1222,056,1222056,255 CENTRAL AV,"255 CENTRAL AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.444181702492 37.771944712002),25,25,7,11,3
0251,004,0251004,1031 LEAVENWORTH ST,"1031 LEAVENWORTH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.415952908083 37.790616194077),16,16,6,3,21
3532,056A,3532056A,81 WOODWARD ST,"81 WOODWARD ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.420631071038 37.768698513646),53,53,3,2,20
1145A,024,1145A024,510 PARKER AV,"510 PARKER AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.453079445703 37.777610155104),12,12,7,4,18
0160,017,0160017,1350 POWELL ST,"1350 POWELL ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.410002945711 37.797247788896),104,104,6,3,6
0188,002,0188002,1457 JONES ST,"1457 JONES ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.415044196554 37.794745347528),16,16,6,3,21
1361,047,1361047,237 ARGUELLO BL,"237 ARGUELLO BL, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.459612969549 37.786240687062),4,4,8,6,11
0604,019,0604019,2380 WASHINGTON ST,"2380 WASHINGTON ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.432445198111 37.792075135249),102,102,4,6,30
2845,016,2845016,2 CRESTLINE DR,"2 CRESTLINE DR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.445132281466 37.749504876436),51,51,7,5,38
1828,011,1828011,1400 26TH AV,"1400 26TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.484301683423 37.761131049001),39,39,10,7,35
1005,045,1005045,2025 BRODERICK ST,"2025 BRODERICK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.442730521998 37.789134018488),102,102,8,6,30
0156,006,0156006,1615 JONES ST,"1615 JONES ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.41528206015 37.796106913656),107,107,6,3,21
0143,034,0143034,335 VALLEJO ST,"335 VALLEJO ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.403045181472 37.799125688656),106,106,6,3,23
3585,094,3585094,3822 19TH ST,"3822 19TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.428835496554 37.759898461154),52,52,3,5,5
2612,131,2612131,243 HENRY ST,"243 HENRY ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.436382945678 37.766238667635),113,113,7,5,5
3569,016,3569016,2090 MISSION ST,"2090 MISSION ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.419803635624 37.763625044399),53,53,3,2,20
0453,010,0453010,3062 POLK ST,"3062 POLK ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.423360228753 37.805183683643),98,98,6,6,32
1027,007,1027007,1910 DIVISADERO ST,"1910 DIVISADERO ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.43997664288 37.78735760948),103,103,4,6,30
3092,072,3092072,460 MONTEREY BL,"460 MONTEREY BL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",7,POINT (-122.445702953869 37.731833893763),95,95,9,8,41
0866,007,0866007,115 STEINER ST,"115 STEINER ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.432014849288 37.770146700571),28,28,7,5,3
0118,007,0118007,1615 POWELL ST,"1615 POWELL ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.410942527867 37.799529009533),107,107,6,3,6
0154,008,0154008,1406 PACIFIC AV,"1406 PACIFIC AV, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.418567607524 37.795613551341),16,16,6,3,32
1181,012,1181012,1240 GROVE ST,"1240 GROVE ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.437113875211 37.776308315616),23,23,4,11,9
1253,025,1253025,318 FREDERICK ST,"318 FREDERICK ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.448544753352 37.7671871834),29,29,7,11,3
3511,020,3511020,1558 HOWARD ST,"1558 HOWARD ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",6,POINT (-122.416726625059 37.772407212538),32,32,1,10,20
2045,001,2045001,1801 08TH AV,"1801 08TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",7,POINT (-122.464751590708 37.754509892422),44,44,10,8,14
5856,028,5856028,40 GAVEN ST,"40 GAVEN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.407321082891 37.734006215162),91,91,2,2,25
0463A,033,0463A033,25 CAPRA WY,"25 CAPRA WY, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.438960849941 37.802617086363),17,17,4,6,13
3589,107,3589107,3435 18TH ST,"3435 18TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.420272416515 37.761574644625),53,53,3,2,20
1408,020,1408020,2448 CLEMENT ST,"2448 CLEMENT ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",1,POINT (-122.485746865739 37.78222723933),8,8,8,4,29
0518,037,0518037,1990 FILBET ST,"1990 FILBET ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.432263656737 37.798655381544),15,15,4,6,13
3641,023,3641023,3182 24TH ST,"3182 24TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.415969880291 37.752517305845),53,53,3,2,20
3547,018A,3547018A,301 VALENCIA ST,"301 VALENCIA ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.421901934035 37.767931791008),53,53,3,2,20
1733,032,1733032,1248 18TH AV,"1248 18TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.475791670942 37.764558172849),109,109,10,7,14
1367,027,1367027,4550 CALIFORNIA ST,"4550 CALIFORNIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.466432144796 37.784993144624),4,4,8,4,11
1765,014,1765014,1379 10TH AV,"1379 10TH AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.467611310667 37.762564208714),109,109,10,11,14
1570,017,1570017,622 28TH AV,"622 28TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.487440992608 37.777531729669),8,8,8,4,29
1351,016,1351016,87 07TH AV,"87 07TH AV, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.465948303865 37.786829864397),4,4,8,6,11
0526,017,0526017,2510 VAN NESS AV,"2510 VAN NESS AV, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.423637703429 37.798865681458),107,107,4,6,32
2799,043,2799043,587 BURNETT AV,"587 BURNETT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.444038597483 37.751878012429),51,51,7,5,38
6520,007,6520007,2840 FOLSOM ST,"2840 FOLSOM ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.414364154022 37.751811232498),53,53,3,2,20
0495,001,0495001,3155 OCTAVIA ST,"3155 OCTAVIA ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.429803891679 37.801407199958),17,17,4,6,13
0553,014B,0553014B,1868 VALLEJO ST,"1868 VALLEJO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.428070555335 37.796405385863),102,102,4,6,13
1643,053,1643053,777 ARGUELLO BL,"777 ARGUELLO BL, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.458879778199 37.776072989346),5,5,8,4,11
3641,036,3641036,3179 23RD ST,"3179 23RD ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.415911717956 37.753772106624),53,53,3,2,20
2622,006,2622006,328 CASTRO ST,"328 CASTRO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.435587130654 37.763613978999),113,113,7,5,5
0648,008,0648008,1762 PINE ST,"1762 PINE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.424786130111 37.789362367257),102,102,4,6,39
1204,029,1204029,1375 HAYES ST,"1375 HAYES ST, SAN FRANCISCO CA",4,Non-Compliant,5,POINT (-122.438982045259 37.774605569043),24,24,7,11,9
1458,024A,1458024A,474 27TH AV,"474 27TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.486569419137 37.780561438534),8,8,8,4,29
1541,017,1541017,495 03RD AV,"495 03RD AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.461125331423 37.779475813438),5,5,8,4,11
0980,007,0980007,2309 DIVISADERO ST,"2309 DIVISADERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.441337579647 37.790944272691),102,102,8,6,30
3568,034A,3568034A,170 ALBION ST,"170 ALBION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.42300116137 37.763672951172),37,37,3,5,20
0604,028,0604028,2275 JACKSON ST,"2275 JACKSON ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.432386520856 37.792473913242),102,102,4,6,30
0543,011,0543011,1840 GREEN ST,"1840 GREEN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.429475357629 37.797183501767),15,15,4,6,13
0499,009,0499009,2850 VAN NESS AV,"2850 VAN NESS AV, SAN FRANCISCO CA",2,Non-Compliant,2,POINT (-122.424284014227 37.802097988966),107,107,4,6,32
3560,009,3560009,2256 MARKET ST,"2256 MARKET ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.432400911724 37.765218796258),28,28,7,5,5
0183,016,0183016,1276 JACKSON ST,"1276 JACKSON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.416036571276 37.795025986322),16,16,6,3,21
0482,033,0482033,1531 FRANCISCO ST,"1531 FRANCISCO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.430337269252 37.802237184179),17,17,4,6,13
0488A,036,0488A036,2272 CHESTNUT ST,"2272 CHESTNUT ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.440921353332 37.800388429768),17,17,4,6,13
6156,027,6156027,3180 SAN BRUNO AV,"3180 SAN BRUNO AV, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.401533281701 37.721827076232),91,91,2,2,25
0588,011,0588011,2380 JACKSON ST,"2380 JACKSON ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.434276465402 37.792637724012),102,102,4,6,30
2636,001,2636001,1545 05TH AV,"1545 05TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",7,POINT (-122.460153930864 37.759735151858),110,110,7,8,14
0825,035,0825035,1001 FELL ST,"1001 FELL ST, SAN FRANCISCO CA",2,Non-Compliant,5,POINT (-122.434453171109 37.774293681479),26,26,4,11,9
6599,010,6599010,60 28TH ST,"60 28TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423439768867 37.745748285856),84,84,9,5,22
1413,047,1413047,266 21ST AV,"266 21ST AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.480309850477 37.782889042984),8,8,8,4,29
2629,047,2629047,137 CLIFFORD TR,"137 CLIFFORD TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.445036268653 37.763862230197),112,112,7,5,3
1412,004,1412004,229 21ST AV,"229 21ST AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.481006499973 37.78344791245),8,8,8,4,29
1006,018,1006018,3199 CLAY ST,"3199 CLAY ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.445485076801 37.789147076296),102,102,8,6,30
3578,071,3578071,3549 17TH ST,"3549 17TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.424966201824 37.762929444433),37,37,3,5,20
1749,025,1749025,15 LINCOLN WY,"15 LINCOLN WY, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.458160446028 37.765990748306),109,109,7,11,14
1222,042,1222042,263 CENTRAL AV,"263 CENTRAL AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.444211108908 37.772091339908),25,25,7,11,3
3618,024,3618024,875 DOLORES ST,"875 DOLORES ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.425095266731 37.755520541908),52,52,3,5,20
1269,030,1269030,949 ASHBURY ST,"949 ASHBURY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.446198924669 37.764862615413),114,114,7,11,3
1179,001B,1179001B,847 DIVISADERO ST,"847 DIVISADERO ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.438581278566 37.7774396931),97,97,7,11,39
1453,012,1453012,359 21ST AVE,"359 21ST AVE, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.480838729626 37.781096264766),8,8,8,4,29
0866,024,0866024,511 WALLER ST,"511 WALLER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.432114576023 37.770735512799),28,28,7,5,3
0775,014,0775014,1376 MCALLISTER ST,"1376 MCALLISTER ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.434664387237 37.778496926954),97,97,4,11,39
1588,001,1588001,601 45TH AV,"601 45TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.506182414863 37.776953013934),6,6,8,4,29
3587,076,3587076,12 OAKWOOD ST,"12 OAKWOOD ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.425135866574 37.761282082405),37,37,3,5,20
0184,004,0184004,1547 LEAVENWORTH ST,"1547 LEAVENWORTH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.41681480119 37.795358940262),16,16,6,3,32
3557,012,3557012,3314 16TH ST,"3314 16TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.4269360028 37.76483478703),37,37,3,5,5
1209,001,1209001,1801 HAYES ST,"1801 HAYES ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.446367374287 37.773771918972),24,24,7,11,18
1155,005,1155005,1500 MCALLISTER ST,"1500 MCALLISTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.436921082257 37.778194686123),97,97,4,11,39
1740,011,1740011,1255 10TH AV,"1255 10TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.467768073166 37.764807692103),109,109,10,11,14
0805,017,0805017,780 HAYES ST,"780 HAYES ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.42925360606 37.776274223432),22,22,4,11,9
0472,034,0472034,1355 BAY ST,"1355 BAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.429187270091 37.803340143314),17,17,4,6,13
0215,004,0215004,1360 CLAY ST,"1360 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.415643607396 37.793252711362),16,16,6,3,21
5642,044,5642044,17 GODEUS ST,"17 GODEUS ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.421211380471 37.742769325008),83,83,9,2,2
1739,012,1739012,1259 11TH AV,"1259 11TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.468832660932 37.764692167613),109,109,10,11,14
6509,014,6509014,170 JERSEY ST,"170 JERSEY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.429112712973 37.751113170597),84,84,3,5,22
0565,018,0565018,2660 WEBSTER ST,"2660 WEBSTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.43317034592 37.795338557433),102,102,4,6,30
3726,018,3726018,1040 HOWARD ST,"1040 HOWARD ST, SAN FRANCISCO CA",4,Non-Compliant,6,POINT (-122.408320619003 37.779173335089),32,32,1,10,34
2719B,008,2719B008,160 GRAYSTONE TR,"160 GRAYSTONE TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.446085328387 37.757128890753),47,47,7,5,5
1525,026,1525026,474 20TH AV,"474 20TH AV, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",1,POINT (-122.478944786016 37.778910591837),8,8,8,4,29
2693,024A,2693024A,155 EUREKA ST,"155 EUREKA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.437858013778 37.759801712235),115,115,3,5,5
1275,008,1275008,310 PARNASSUS AV,"310 PARNASSUS AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.454674226989 37.764496098184),110,110,7,11,14
0630,023,0630023,2230 STEINER ST,"2230 STEINER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.435450479899 37.790158007547),102,102,4,6,30
1221,035,1221035,1445 OAK ST,"1445 OAK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.443102254358 37.772154652466),112,112,7,11,3
1234,010,1234010,1230 HAIGHT ST,"1230 HAIGHT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.442655576503 37.770839983496),112,112,7,11,3
6121,023,6121023,195 WOOLSEY ST,"195 WOOLSEY ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.403370760978 37.724804430374),91,91,2,2,25
2704,041,2704041,1420 CLAYTON ST,"1420 CLAYTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.445508796702 37.758772929633),115,115,7,5,5
3576,032,3576032,3434 18TH ST,"3434 18TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,POINT (-122.420268769345 37.761987171366),53,53,3,2,20
0912,002B,0912002B,1870 JEFFERSON ST,"1870 JEFFERSON ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.443247811551 37.804985724371),17,17,4,6,13
0621,021,0621021,1627 CLAY ST,"1627 CLAY ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.419866865775 37.79225586615),105,105,4,3,21
1115,001,1115001,71 TERRA VISTA AV,"71 TERRA VISTA AV, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.443199355518 37.781309706089),13,13,7,6,18
0927,027,0927027,2285 BAY ST,"2285 BAY ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.444582033172 37.801500352315),17,17,4,6,13
0130,026,0130026,1544 POWELL ST,"1544 POWELL ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.410367008164 37.799023903034),106,106,6,3,6
0557,017,0557017,2175 GREEN ST,"2175 GREEN ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.434831687705 37.795931054639),102,102,4,6,13
0251,015,0251015,1010 HYDE ST,"1010 HYDE ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.417018338579 37.790252481453),16,16,6,3,21
2358,012,2358012,2395 29TH AV,"2395 29TH AV, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",4,POINT (-122.486601061853 37.742817851821),40,40,10,7,35
0218,024,0218024,1531 CLAY ST,"1531 CLAY ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,POINT (-122.418269147661 37.792477968283),16,16,6,3,21
0133,043,0133043,345 GREEN ST,"345 GREEN ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.404930868093 37.799728736689),18,18,6,3,23
0818,002,0818002,431 OCTAVIA ST,"431 OCTAVIA ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.424764985255 37.776069690511),22,22,4,11,9
3650,049,3650049,1165 CHURCH ST,"1165 CHURCH ST , SAN FRANCISCO CA",3,"Work Complete, No CFC Issued yet",8,POINT (-122.42716395779 37.752209068396),52,52,3,5,22
0930,009,0930009,2410 CHESTNUT ST,"2410 CHESTNUT ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.443180536868 37.800099619826),17,17,4,6,13
0121,011,0121011,1900 LEAVENWORTH ST,"1900 LEAVENWORTH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.417072331645 37.798690059701),107,107,6,3,32
1422,009,1422009,245 11TH AVE,"245 11TH AVE, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.470176574451 37.783728919022),5,5,8,4,11
1597,001,1597001,4605 BALBOA ST,"4605 BALBOA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.508288492089 37.775067571068),8,8,8,4,29
1233,019,1233019,1366 HAIGHT ST,"1366 HAIGHT ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.44478130082 37.77056888268),25,25,7,11,3
6525,014A,6525014A,3212 26TH ST,"3212 26TH ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.414196702553 37.749447145454),53,53,3,2,20
1176,019,1176019,700 CENTRAL AV,"700 CENTRAL AV, SAN FRANCISCO CA",2,Non-Compliant,5,POINT (-122.444612974166 37.77627563999),97,97,7,11,18
3554,036,3554036,166 JULIAN AV,"166 JULIAN AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.42123247767 37.765535288907),53,53,3,2,20
0187,027,0187027,1371 JACKSON ST,"1371 JACKSON ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.417531873688 37.794374187579),16,16,6,3,32
0495,001B,0495001B,1625 CHESTNUT ST,"1625 CHESTNUT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.429954202019 37.801388186635),17,17,4,6,13
0250,004,0250004,1330 PINE ST,"1330 PINE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.417807470096 37.790245282548),16,16,6,3,21
3613,022,3613022,2567 FOLSOM ST,"2567 FOLSOM ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.414080673841 37.756264979132),53,53,3,2,20
1155,027,1155027,1665 GOLDEN GATE AV,"1665 GOLDEN GATE AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.437844440971 37.778528843961),97,97,4,11,39
3610,020,3610020,2477 MISSION ST,"2477 MISSION ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.418618925978 37.757409048018),53,53,3,2,20
1355,015,1355015,130 LAKE ST,"130 LAKE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.461001518387 37.787097297034),4,4,8,6,11
3617,059,3617059,943 GUERRERO ST,"943 GUERRERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.42299174167 37.756128290105),52,52,3,5,20
5524,032,5524032,123 RIPLEY ST,"123 RIPLEY ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.412469194665 37.744419270157),83,83,9,2,2
